claim_id,post_id
51,30000365332074400
51,30000874327638000
51,30009939187474400
51,30011348008042400
51,30012301633396700
51,30017667708489700
51,30022487840391100
51,30030267104104400
51,30034745802887100
51,30043341219430400
51,30044444833095600
51,30051954050727900
51,30065106381438900
51,30067103033729000
51,30069035773206500
51,30070444409229300
51,30071812599586800
51,30076702818304000
51,30087094936281000
51,30087123277193200
51,30093808431538100
51,30093892678324200
51,30094629063888800
51,30094646096961500
51,30094767245238200
51,30095251892871100
51,30095277440376800
51,30095450606411700
51,30095467433955300
51,30095651832332200
51,30095790982561700
51,30095793805336500
51,30096152514789300
51,30096246605611000
51,30096285532954600
51,30096497143980000
51,30096575514546100
51,30096995750252500
51,30097279297781700
51,30098287524577200
51,30099064997543900
51,30100598925828000
51,30101932471222200
51,30102294712291300
51,30102367949029300
51,30105402595082200
51,30105553791352800
51,30106242076643300
51,30106456523022300
51,30108109980573600
51,30109771147247600
51,30119731440656300
51,30120276544983000
51,30126101640519600
51,30128008157208500
51,30130574593105900
51,30137431932010400
51,30160511966380000
51,30162553262841800
51,30170480052797400
51,30180082312019900
51,30181593268092900
51,30192015069155300
51,30192744257298400
51,30195553019109300
51,30198105513140200
51,30204316488830900
51,30213541264891900
51,30219793458008000
51,30221432931753900
51,30228618080686000
51,30236041789050800
51,30236884051435500
51,30242865485447100
51,30243358945316800
51,30244010870181800
51,30248740119908300
51,30251634873335800
51,30254811135873000
51,30256221923573700
51,30257144930500600
51,30261845583466400
51,30261911564062700
51,30264094841896900
51,30266442486128600
51,30269795320471500
51,30275282464153600
51,30275553139359700
51,30280208774856700
51,30281114069245900
51,30282114532376500
51,30287562576756700
51,30288346194378700
51,30289052062195700
51,30290203985838000
51,30290933358530500
51,30291024588836800
51,30293013636845500
51,30297051623325600
51,30299217419304900
51,30300228494036900
51,30301614875090900
51,30301956727640000
51,30305896106033100
51,30307613262479300
51,30309232066695100
51,30312290758688700
51,30316304493707200
51,30317913206431700
51,30318012988923900
51,30319308412293100
51,30319415966834600
51,30320120953835500
51,30320946912960500
51,30322046428778400
51,30322574852362200
51,30322826447691700
51,30325093141848000
51,30325151543332800
51,30328235250155500
51,30328594454544300
51,30334237181739000
51,30338469272231900
51,30341218214875100
51,30342261082423200
51,30344481085591500
51,30345910063996900
51,30350359096459200
51,30350770880647100
51,30351955146579900
51,30355783203950500
51,30355834097635300
51,30360779903467500
51,30363262826586100
51,30364191743283200
51,30365647196127200
51,30375978140180400
51,30392750947966900
51,30393188145430500
51,30396442237468600
51,30399822364151800
51,30399823257534400
51,30409719415840700
51,30412923939594200
51,30416245660590000
51,30417347235815400
51,30419324359417800
51,30423687752585200
51,30423743528439800
51,30431432652361700
51,30436984933588900
51,30443951957737400
51,30459182910017500
51,30467494204416000
51,30471341706579900
51,30477881217912800
51,30488151663312800
51,30500781002063800
51,30501547485962200
51,30507870453760000
51,30517542229385200
51,30518332557885400
51,30518336878018500
51,30520699500105700
51,30522890235416500
51,30526511261941700
51,30527789325099000
51,30528930519711700
51,30536652631838700
51,30537395652796400
51,30542108586672100
51,30554037510213600
51,30557538793553900
51,30560346146086900
51,30572938814038000
51,30586056285884400
51,30586345852239800
51,30591411984269300
51,30596082824126400
51,30596198318473200
51,30598719967596500
51,30619111172083700
51,30625786293657600
51,30628460376363000
51,30629872141336500
51,30638821984960500
51,30640923771666400
51,30645474981584800
51,30650131585966000
51,30651024846884800
51,30653577806479300
51,30653955922984900
51,30655897927680000
51,30657492824358900
51,30657967455993800
51,30663043155234800
51,30669662664527800
51,30675724654350300
51,30677827586101200
51,30680515119939500
51,30686548747882400
51,30692364599164900
51,30695237865181100
51,30696226328420300
51,30701711316230100
51,30702438574985200
51,30703463855816700
51,30704030107836400
51,30706307971424200
51,30719175320150000
51,30720048100278200
51,30721477510692800
51,30722466175262700
51,30723813155016700
51,30727791582384100
51,30728204687773600
51,30730405967564800
51,30735276573728700
51,30748140474732500
51,30754114593886200
51,30754867597283300
51,30767239233798100
51,30768548393517000
51,30769479549984700
51,30778048181702600
51,30785405439705000
51,30789789296885700
51,30792367707525100
51,30794360505245600
51,30799252607209400
51,30800037889966000
51,30805321215639500
51,30808883672907700
51,30820911636545500
51,30821571899686900
51,30829804181786600
51,30835888401416100
51,30837766195515300
51,30862436219228100
51,30872783000961000
51,30874006101954500
51,30876014993211300
51,30880743416659900
51,30897113399296000
51,30908944591355900
51,30910139628261300
51,30913444525899700
51,30913988527132600
51,30916511849775100
51,30919278391721900
51,30922784100061100
51,30930868176429000
51,30931409031929800
51,30933445865635800
51,30934715699568600
51,30939326334373800
51,30943321425707000
51,30946691674800100
51,30951461865127900
51,30951976883716000
51,30954320551747500
51,30957528359641000
51,30959791845150700
51,30963885099982800
51,30965856204750800
51,30968916603830200
51,30970335910170600
51,30970565548318700
51,30976049248477100
51,30976142152310700
51,30979125250363300
51,30980047632334800
51,30987071602565100
51,30989500247179200
51,30990015651643300
51,30996130418393000
51,30998974479474600
51,31000465789427700
51,31009641349513200
51,31017259254153200
51,31019890739515300
51,31021756802142200
51,31024056920707000
51,31028072719323100
51,31028171029618600
51,31030035276111800
51,31030124962914300
51,31030682700488700
51,31034151993868200
51,31039502046732200
51,31041205391331300
51,31043886709219300
51,31046664026324900
51,31050063312588800
51,31051608137666500
51,31052678872174500
51,31054083041271800
51,31054816411131900
51,31057586581143500
51,31058674206113700
51,31061843300589500
51,31066336125784000
51,31067612909666300
51,31069797831675900
51,31070456786194400
51,31081160733888500
51,31086970998366200
51,31093492776181700
51,31093908607868900
51,31096566148235200
51,31099320723832800
51,31100639207493600
51,31102251548278700
51,31103420668579800
51,31105451898707900
51,31109667895648200
51,31112125946535900
51,31115804745400300
51,31116241733156800
51,31116802188644300
51,31116919222304700
51,31118228382031800
51,31120978054483900
51,31125152645255100
51,31137197327384500
51,31137600752328700
51,31142751089205200
51,31152340278972400
51,31157933676957600
51,31164320423346100
51,31165963319640000
51,31183130849185700
51,31197077862088700
51,31201484842467300
51,31223997156818900
51,31245313939345400
51,31247618466119600
51,31263879442997200
51,31276665174761400
51,31278212323479500
51,31279015956320200
51,31288360639139800
51,31303603851370400
51,31306658160320500
51,31309031301713900
51,31314930720309200
51,31320275245080500
51,31324914770255800
51,31326412208082900
51,31341097686925300
51,31360217673367500
51,31366401679695800
51,31371308830818300
51,31372410980663200
51,31377540287299500
51,31381690765017000
51,31382569094221800
51,31382608390660000
51,31389055438561200
51,31389209428234200
51,31396723611926500
51,31407256163590100
51,31418002134011900
51,31421659600658400
51,31423724712370100
51,31423936445030400
51,31426178963214300
51,31426450217246700
51,31429184567910400
51,31429679890042800
51,31432638426255300
51,31438208705241000
51,31444530477670400
51,31446495915941800
51,31447980066209700
51,31452651665231800
51,31467701998198700
51,31473669091893200
51,31479713390137300
51,31480466204786600
51,31481160685064100
51,31488271884230600
51,31488619965317100
51,31490442352664500
51,31491134819667900
51,31502500141998000
51,31503099298320300
51,31504958075445200
51,31518415541772200
51,31523249682644900
51,31528301478551500
51,31532929658134500
51,31536827185766400
51,31536840385236900
51,31537710380351400
51,31541983151394800
51,31544501151473600
51,31557487689732000
51,31562228704481200
51,31612626379218900
51,31634444137795500
51,31634969092685800
51,31635628944789500
51,31646500962443200
51,31650447861223400
51,31671075548962800
51,31672718613024700
51,31675550779052000
51,31678209170874300
51,31683799951605700
51,31690022604251100
51,31699564922671100
51,31701120082518000
51,31715686858358700
51,31717341070884800
51,31718349004079100
51,31718723299577800
51,31726868059131900
51,31731127777497000
51,31735330872754100
51,31749336979218400
51,31751928455102400
51,31764441292873700
51,31768378666389500
51,31768920419475400
51,31770506516496300
51,31778382240817100
51,31782375121747900
51,31793298611904500
51,31794799023493100
51,31800778893041600
51,31802580795400100
51,31807603822559200
51,31812513888739300
51,31817110522957800
51,31819650111111100
51,31834453160497100
51,31835294311383000
51,31856999343849400
51,31863744808091600
51,31864469529305000
51,31872442603405300
51,31872883781279700
51,31880501673328600
51,31887116472418300
51,31890617076289500
51,31893251363442600
51,31893834115850200
51,31904323248070600
51,31910677387943900
51,31910784778903500
51,31911367371923400
51,31930058205560800
51,31943629236871100
51,31955651777265600
51,31964759108620200
51,31969605836603300
51,31985413878976500
51,31991078257164200
51,31991105620807600
51,32019396696219600
51,32027227159789500
51,32028912879935400
51,32033767333826500
51,32048397439471600
51,32061794818195400
51,32071149009506300
51,32071944215986100
51,32072634640371700
51,32073049834524600
51,32080604065431500
51,32086751463870400
51,32088110175232000
51,32088248268365800
51,32089920923238400
51,32092448863821800
51,32094511660277700
51,32098960378167200
51,32112067712393200
51,32114720773251000
51,32115595918974900
51,32129059894861800
51,32134134579068900
51,32138124591104000
51,32141641863143400
51,32142951048024000
51,32143817343762400
51,32143886524620800
51,32143930237657000
51,32149992017764300
51,32150112482365400
51,32176206837186500
51,32178964793401300
51,32182621689610200
51,32185603189637100
51,32188461955944400
51,32191486757969900
51,32199124812042200
51,32199847599669200
51,32208474699988900
51,32209458151030700
51,32212665300422600
51,32215202007093200
51,32223190843392000
51,32223386922909600
51,32225354319929300
51,32228104474730400
51,32230657803419600
51,32231122456809400
51,32235997005611000
51,32237364327747500
